Index,Author,Compound,Tech,RL_inf,Influent,RL_eff,Effluent,Type,,,,,,,,
7,Oliveira,Alprazolam,UV,,10,,10,Anxiolytic,,,,,,,,
7,Oliveira,Alprazolam,UV,,20,,20,Anxiolytic,,,,,,,,
39,Estrada-Arriaga,Alprazolam,UV,0.28,0.28,0.28,0.81,Sedative,,,,,,,,
39,Estrada-Arriaga,Amitriptyline,UV,0.26,0.26,0.26,2.36,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Atenolol,UV,1.55,80.4,1.55,104,Beta-Blocker,,,,,,,,
39,Estrada-Arriaga,Azithromycin,UV,13.5,41.6,13.5,92.2,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Carbamazepine,UV,2.9,70.7,2.9,196,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,Carbamazepine,UV,2.9,167,2.9,244,Anticonvulsant,,,,,,,,
7,Oliveira,Carbamazepine,UV,,570,,580,Anticonvulsant,,,,,,,,
7,Oliveira,Carbamazepine,UV,,160,,160,Anticonvulsant,,,,,,,,
8,Rodriguez-Mozaz,Carbamezapine,UV,1.2,230,0.4,358,Anticonvulsant,,,,,,,,
7,Oliveira,Carisoprodol,UV,,70,,80,Muscle relaxant,,,,,,,,
7,Oliveira,Carisoprodol,UV,,20,,20,Muscle relaxant,,,,,,,,
7,Oliveira,Chlorpheniramine,UV,,10,,10,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Clarithromycin,UV,2.9,279,2.9,794,Antibiotic,,,,,,,,
7,Oliveira,Clenbuterol,UV,,10,,10,Bronchodilators,,,,,,,,
7,Oliveira,Clopidogrel carboxylic A.,UV,,790,,870,Drug Metabolite,,,,,,,,
7,Oliveira,Clopidogrel carboxylic A.,UV,,140,,150,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Dehydronifedipine,UV,0.26,0.26,0.26,10.8,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Dehydronifedipine,UV,0.26,0.26,0.26,5.67,Drug Metabolite,,,,,,,,
7,Oliveira,Desmethylcitalopram,UV,,10,,70,Drug Metabolite,,,,,,,,
7,Oliveira,Desmethylcitalopram,UV,,30,,40,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Desmethyldiltiazem,UV,0.29,0.29,0.29,1.69,Drug Metabolite,,,,,,,,
7,Oliveira,Desmethylvenlafaxine,UV,,1480,,1870,Antidepressant,,,,,,,,
7,Oliveira,Desmethylvenlafaxine,UV,,1010,,1060,Antidepressant,,,,,,,,
7,Oliveira,Dextromethorphan,UV,,20,,20,Antitussive,,,,,,,,
7,Oliveira,Dextromethorphan,UV,,50,,50,Antitussive,,,,,,,,
39,Estrada-Arriaga,Diazepam,UV,0.29,1.65,0.29,3.33,Sedative,,,,,,,,
39,Estrada-Arriaga,Diazepam,UV,0.29,3.13,0.29,5.91,Sedative,,,,,,,,
3,Sim,Diclofenac,UV,2,12,2,46,Anti-inflammatory,,,,,,,,
3,Sim,Diclofenac,UV,2,5,2,17,Anti-inflammatory,,,,,,,,
3,Sim,Diclofenac,UV,2,16,2,29,Anti-inflammatory,,,,,,,,
7,Oliveira,Diclofenac,UV,,60,,80,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Diphenhydramine,UV,1.16,23.2,1.16,48,Antihistamine,,,,,,,,
20,Zuccato,Erythromycin,UV,,12,,72,Antibiotic,,,,,,,,
28,Chiu,Erythromycin,UV,0.1,160,0.1,170,Antibiotic,,,,,,,,
3,Sim,Erythromycin-H20,UV,22,22,22,106,Drug metabolite,,,,,,,,
39,Estrada-Arriaga,Erythromycin-H2O,UV,4.44,244,4.44,419,Drug metabolite,,,,,,,,
7,Oliveira,Escitalopram,UV,,30,,160,Antidepressant,,,,,,,,
7,Oliveira,Escitalopram,UV,,30,,50,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Fluoxetine,UV,2.9,2.9,2.9,7.56,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Fluoxetine,UV,2.9,2.9,2.9,6.93,Antidepressant,,,,,,,,
7,Oliveira,Fluoxetine,UV,,80,,130,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Gemfibrozil,UV,2.9,10.5,2.9,27.1,Lipid Regulator,,,,,,,,
39,Estrada-Arriaga,Glyburide,UV,5.8,47.8,5.8,55.2,Antidiabetic,,,,,,,,
7,Oliveira,Glyburide,UV,,10,,10,Antidiabetic,,,,,,,,
39,Estrada-Arriaga,Hydrochlorothiazide,UV,18.6,18.6,18.6,56.1,Diuretic,,,,,,,,
7,Oliveira,Hydrochlorothiazide,UV,,860,,990,Diuretic,,,,,,,,
7,Oliveira,Ketoprofen,UV,,2870,,5250,Anti-inflammatory,,,,,,,,
7,Oliveira,Ketorolac,UV,,30,,50,Anti-inflammatory,,,,,,,,
7,Oliveira,Ketorolac,UV,,40,,50,Anti-inflammatory,,,,,,,,
7,Oliveira,Labetalol,UV,,430,,540,Beta blocker,,,,,,,,
7,Oliveira,Labetalol,UV,,1290,,1400,Beta blocker,,,,,,,,
7,Oliveira,Lamotrigine,UV,,1940,,4120,Anticonvulsant,,,,,,,,
7,Oliveira,Lamotrigine,UV,,1300,,1750,Anticonvulsant,,,,,,,,
7,Oliveira,Levorphanol,UV,,490,,550,Narcotic Analgesic,,,,,,,,
6,Behera,Lincomycin,UV,0.463,8176,0.463,9089,Antibiotic,,,,,,,,
7,Oliveira,Loratadine,UV,,10,,10,Antihistamine,,,,,,,,
7,Oliveira,Lorazepam,UV,,50,,50,Sedative,,,,,,,,
6,Behera,Mefenamic acid,UV,0.146,121,0.146,153,Anti-inflammatory,,,,,,,,
3,Sim,Mefenamic acid,UV,1,42,1,53,Anti-inflammatory,,,,,,,,
7,Oliveira,Meperidine,UV,,10,,10,Narcotic Analgesic,,,,,,,,
7,Oliveira,Meprobamate,UV,,440,,460,Anxiolytic,,,,,,,,
7,Oliveira,Meprobamate,UV,,170,,170,Anxiolytic,,,,,,,,
39,Estrada-Arriaga,Meprobamate,UV,1.73,1.73,1.73,74.1,Anxiolytic,,,,,,,,
39,Estrada-Arriaga,Meprobamate,UV,1.73,16.9,1.73,48.2,Anxiolytic,,,,,,,,
39,Estrada-Arriaga,Metoprolol,UV,5.9,117,5.9,146,Beta-Blocker,,,,,,,,
7,Oliveira,Modafinil,UV,,40,,40,Stimulant,,,,,,,,
7,Oliveira,Modafinil Acid,UV,,110,,120,Drug Metabolite,,,,,,,,
7,Oliveira,Monoethylglycinexylidide,UV,,70,,80,Drug Metabolite,,,,,,,,
7,Oliveira,Monoethylglycinexylidide,UV,,80,,80,Drug Metabolite,,,,,,,,
7,Oliveira,N-Butylparaben,UV,,30,,30,Antimicrobial,,,,,,,,
7,Oliveira,Norfentanyl,UV,,30,,240,Drug Metabolite,,,,,,,,
7,Oliveira,Normeperidine,UV,,20,,20,Narcotic Analgesic,,,,,,,,
7,Oliveira,Normorphine,UV,,20,,20,Opiate,,,,,,,,
7,Oliveira,Norquetiapine,UV,,20,,140,Antidepressant,,,,,,,,
7,Oliveira,Norquetiapine,UV,,20,,40,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Norverapamil,UV,0.29,0.29,0.29,2.11,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Ofloxacin,UV,2.9,201,2.9,431,Antibiotic,,,,,,,,
20,Zuccato,Oleandomycin,UV,,2.2,,3.1,Antibiotic,,,,,,,,
7,Oliveira,Omeprazole,UV,,10,,10,Proton pump inhibitor,,,,,,,,
7,Oliveira,Omeprazole,UV,,10,,10,Proton pump inhibitor,,,,,,,,
7,Oliveira,Oxazepam,UV,,40,,50,Sedative,,,,,,,,
7,Oliveira,Phenobarbital,UV,,250,,330,Barbiturates,,,,,,,,
7,Oliveira,Phenytoin,UV,,30,,30,Anticonvulsant,,,,,,,,
7,Oliveira,Pioglitazone,UV,,10,,20,Antidiabetic,,,,,,,,
7,Oliveira,Primidone,UV,,40,,50,Anticonvulsant,,,,,,,,
7,Oliveira,Primidone,UV,,140,,170,Anticonvulsant,,,,,,,,
7,Oliveira,Propanolol,UV,,70,,100,Beta-Blocker,,,,,,,,
7,Oliveira,Propanolol,UV,,30,,40,Beta-Blocker,,,,,,,,
39,Estrada-Arriaga,Propoxyphene,UV,0.58,0.58,0.58,6.89,Narcotic,,,,,,,,
39,Estrada-Arriaga,Propoxyphene,UV,0.58,2.41,0.58,5.61,Narcotic,,,,,,,,
39,Estrada-Arriaga,Propranolol,UV,3.86,3.86,3.86,53.8,Beta-Blocker,,,,,,,,
39,Estrada-Arriaga,Propranolol,UV,3.86,15.3,3.86,38.3,Beta-Blocker,,,,,,,,
7,Oliveira,Quetiapine,UV,,20,,30,Antipsychotic,,,,,,,,
3,Sim,Roxythromycin,UV,27,27,27,125,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Sertraline,UV,0.77,0.77,0.77,7.38,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Sertraline,UV,0.77,3.11,0.77,6.09,Antidepressant,,,,,,,,
7,Oliveira,Sildenafil,UV,,10,,10,Vasodilator,,,,,,,,
7,Oliveira,Sotalol,UV,,150,,150,Beta-Blocker,,,,,,,,
21,Le-Minh,Sulfamethoxazole,UV,,201,,1280,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Sulfamethoxazole,UV,0.47,2050,0.47,2330,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Sulfamethoxazole,UV,0.47,1100,0.47,1190,Antibiotic,,,,,,,,
7,Oliveira,Sulfamethoxazole,UV,,980,,1060,Antibiotic,,,,,,,,
21,Le-Minh,Sulfamethoxazole,UV,,735,,755,Antibiotic,,,,,,,,
21,Le-Minh,Sulfapyridine,UV,,48,,382,Antibiotic,,,,,,,,
29,Wang,Sulpiride,UV,0.8,143,0.2,159.6,Antipsychotic,,,,,,,,
7,Oliveira,Sumatriptan,UV,,20,,20,Triptan,,,,,,,,
7,Oliveira,Temazepam,UV,,30,,40,Sedative,,,,,,,,
7,Oliveira,Temazepam,UV,,160,,180,Sedative,,,,,,,,
7,Oliveira,Timolol,UV,,20,,20,Beta-Blocker,,,,,,,,
7,Oliveira,Tramadol,UV,,260,,290,Opioid,,,,,,,,
7,Oliveira,Tramadol,UV,,580,,590,Opioid,,,,,,,,
39,Estrada-Arriaga,Triamterene,UV,0.34,0.34,0.34,2.95,Diuretic,,,,,,,,
7,Oliveira,Triamterene,UV,,110,,120,Diuretic,,,,,,,,
7,Oliveira,Venlafaxine,UV,,480,,550,Antidepressant,,,,,,,,
7,Oliveira,Venlafaxine,UV,,380,,410,Antidepressant,,,,,,,,
39,Estrada-Arriaga,Verapamil,UV,0.29,1.56,0.29,3.53,Antihypertensive,,,,,,,,
7,Oliveira,Verapamil,UV,,30,,40,Antihypertensive,,,,,,,,
7,Oliveira,Warfarin,UV,,40,,80,Anticoagulant,,,,,,,,
7,Oliveira,Warfarin,UV,,10,,10,Anticoagulant,,,,,,,,
7,Oliveira,Zolpidem phenyl-4-carboxilic acid,UV,,370,,390,Drug metabolite,,,,,,,,
39,Estrada-Arriaga,Carbamazepine,UV - ClO2,2.9,37.4,2.9,38.1,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,Dehydronifedipine,UV - ClO2,0.26,0.26,0.26,0.909,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Meprobamate,UV - ClO2,1.73,1.73,1.73,6.23,Anxiolytic,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
